GeneSymbol	D4_ISO1_LP_1	D4_ISO1_LP_2	D4_INT_LP_PI_1	D4_INT_LP_PI_2	D4_INT_LP_LPS_1	D4_INT_LP_LPS_2	D4_INT_LP_5OP_1	D4_INT_LP_5OP_2	D4_INT_LP_C_1	D4_INT_LP_C_2	D4_ISO6_LP_1	D4_ISO6_LP_2
TTLL1	0	0	0	0	0	0	0	0	0	0	0	0
RASL10A	0	0	0	0	0	0	0	0	0	0	0	0
AP1B1	12.16	0	0	0	0	0	0	0	0	0	58.13	29.56
HMGXB4	27.46	0	0	8.87	0	0	0	0	0	10.54	0	0
TOM1	0.02	1.08	0	0	0	0	0	0	0.02	0	7.03	0
NEFH	3.03	7.45	0	0	9.3	0	1.95	0	0.01	0	0	0
CHKB	11.98	0	0	0	0	0	0	0	5.8	0	12.28	0
BIK	0	0	0	0	0	0	0	0	0	0	0	0
HMOX1	0.09	0	0	0	0	0	0	0	14.48	4.56	0	0
MCAT	0	0	0	0	0	0	0	0	0	0	0	0
THOC5	39.53	0	0	0	0	0	0	4.19	0.94	0.62	21.43	48.56
MCM5	33.82	77.45	0	0	0	0	0	0	3.38	0	3.16	0
APOBEC3H	0	0	0	0	0	0	0	0	0	0	0	0
ARSA	0.02	0	0	16.96	0	0	3.9	0	1.01	8.59	2.7	0
TSPO	4.85	0	0	0	0	0	0	0	0	0	0	0
RASD2	0	0	0	0	0	0	0	0	0	5.04	0	0
TTLL12	2.25	0	0	0	0	0	0	20.14	0.72	0.1	0	0
CBX7	0.87	0	0	0	0	0	0	0	0	0	9.23	4.23
PDGFB	0	0	0	0	0	0	0	0	0	1.52	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0
CABP7	0	0	0	0	0	0	0	0	0	9.92	0	3.02
RPL3	460.78	1109.96	1031.72	0	0	49.1	393.17	0.11	163	108.97	366.57	518.37
ZMAT5	0	0	0	0	0	0	0	0	0.02	0	0	0
RBFOX2	0.01	0	0	4.18	0	0	0	0	0	13.13	0	147.77
SYNGR1	0	0	0	0	66.8	0	0	0	0	1.56	0	0.92
TAB1	0.01	47.18	0	0	0	0	0	0	0	0	0.96	1.12
ASCC2	12.93	0	0	0	64.87	0	0	6.38	2.63	0	0	6.89
MTMR3	0.06	0	0	0	0	0	0	0.03	0	0	6.47	1.77
MIEF1	0.04	0	0	0	0	0	0	123.5	0.05	0.06	6.69	0
APOL4	0.01	0	0	0	0	0	0	0	0	1.8	0	0
PNPLA5	0	0	0	0	0	0	0	0	0	6.58	0	0
APOL1	2.31	0	0	0	0	0	0	0	0	0	0	0
PNPLA3	0.91	0	0	0	0	0	0	0	0	0	0	0
MYH9	109.12	452.93	6.32	95.65	112.3	150.2	44.89	54.22	24.92	9.57	188.69	126.47
CACNA1I	0	0	0	0	4.26	0	0	0.02	1.36	0	0	0
SAMM50	0.02	0	0	0	96.16	0	0	0	0	0	0	0
TXN2	0.09	57.02	0	0	0	0	0	0	0	0	0	0
FOXRED2	0	0	0	0	0	0	0	0	0.29	0	0	0
GRAP2	0.03	0	0	0	12.79	0	0	0	0	3.41	0.05	0
EIF3D	430.39	0	0	1.29	0	17.27	0	0	0	2.81	100.72	26.22
TNRC6B	8.87	0	0	0	10.99	0	0	0	0	1.11	17.01	7.92
SGSM3	20.21	0	0	0	0	0	0	0	0	2.49	0.08	0
IFT27	3.52	0	0	0	0	2.53	0	0	0	0	3.58	0
PVALB	0	548.94	0	0	29.63	0	0	0	0	0	0	0
KIAA0930	0.45	0	0	0	0	0	0	0	0	12.4	0	0
NCF4	2.6	0	0	0	0	23.7	0	0	0	0	1.56	0
CSF2RB	0	0	0	0	0	0	0	0	0	0	1.39	0
SLC25A17	0	0	0	0	0	0	0	0	0	0	2.67	0
UPK3A	0	0	0	0	0	0	0	0	0	0	0	0
FAM118A	2.88	0	0	0	0	0	0	0	0	0	0.07	0
KCTD17	2.05	0	0	0	0	0	0	0	3.69	0	4.72	0
ST13	130.45	0	0.4	0.53	0.65	55.61	30.98	0.04	36.3	0.08	150.5	278.14
IL2RB	29.01	63.05	0	0	49.36	0	0	0	0.01	11.47	44.68	87.78
RBX1	24.26	199.05	0	0	0	0	0	0	0	0	3.81	0
EP300	6.06	26.6	179.67	34.34	0	0.9	4.02	49.73	5.18	5.42	25.95	7.4
L3MBTL2	2.24	43.03	0.13	0	0	0	0	27.32	4.97	122.09	40.03	0
CHADL	0	0	0	0	0	0	0	0	0	0	0	0
RANGAP1	5.88	10.35	0	0.11	24.95	0.08	107.52	0.03	7.38	0	2.2	14.36
ZC3H7B	1.8	0	0	0	0	0.01	0	4.39	0.16	0	2.31	0
PHF5A	31.55	0	0	0	0	0	0	0	0	0	54.64	0
ACO2	7.31	0	0	0	10.69	0	0	2.41	0.02	0	0	146.85
POLR3H	7.09	0	0	0	54.31	0	0	0	0	13.13	2.35	4.11
TRMU	12.76	0	0	32.54	1.54	0	0	0	0	0.19	14.82	0
PMM1	0.49	0	0.39	0	44.09	0	0	0.22	0	0	4.55	0
DESI1	63.55	0	0	0	0	0	0	0	0	0	0	0
CERK	4.03	0	0	0	0	0	0	211.53	0.13	0	9.97	0
BRD1	5.23	0	0.09	118.11	0	14.78	0	0	3.41	0	4.87	9.84
ZBED4	0.33	0	0	0	0	0	0	0	0.02	2.84	5.83	0
MLC1	0	0	0	0	0	0	0	0	0	0	0	0
HDAC10	2.51	0	0	0	0	0	0	0	0	0	5.3	0
KCNK10	0	0	0	0	0	0.01	0	0	0	0	0	0
ABHD4	0.01	0	0.51	0	54.96	0	0	0.04	0	0.66	8.07	0
KHNYN	10.7	0	6.39	0	209.82	0.01	0	0.07	3.64	2.94	29.09	1.36
FKBP3	35.59	0	0	0	0	0	10.11	0	0	0	0	14.14
SDR39U1	38	0	0	0	24.26	0	0	0	0	5.52	1.28	0
CTSG	0	0	0	0	0	0	0	0	0	0	0	0
GZMH	19.26	0	0	0	0	0	0	0	0	0	0	0
GZMB	1644.83	825.58	0.59	0	0	0	0	0.19	0	0	0	0
RBM23	126.15	0	0	458.05	0	0	0	10.01	0	5.47	33.48	93.88
PRMT5	21.95	0	0	11.75	0	0	0	0	0	0	0	0
COCH	0	0	0	0	135.11	0	0	0	0	0	0	0
AP4S1	19.43	0	0	0	9.24	0	0	0	0.06	0.68	0	3.03
POLE2	2.68	0	0	0	0	0	0	0	0	0	0	0
VCPKMT	33.53	0	0	0	0	0	0	0	8.1	0	0	0
SOS2	3.21	9.82	0	0	0	0	0	0	0.78	1.01	11.1	0
CDKL1	12.41	0	0	0	0	0	5.03	0	0	0.08	0.43	0
NIN	12.16	23.93	0	138.6	7.44	10.65	0	6.21	13.2	17.2	17.98	0
PYGL	0.01	0	0	0	0	0	0	0	0	0	0	0
TRIM9	0	0	0.09	5.28	0	0	0	0	0.01	0.53	0.26	0
PSMC6	130.52	0	0	1.14	46.92	167.39	0	0	4.34	0	78.79	71.53
GNPNAT1	222.16	0	0	0	0	0	0	0	0.02	11.47	8.64	0
DDHD1	6.38	5.63	4.93	0	11.3	0	0	0	0.4	2.38	1.43	0
CDKN3	30.51	0	0	0	0	0	0	0	0	0	0	0
CNIH1	0.67	0	0	0	0	0	2.55	0	105.78	0	0	8.57
CGRRF1	0	0	0	0	0	0	0	0	0	0	34.07	0
ATP6V1D	5.06	0	0	0	0	0	0	0	0	0	28.81	0
CCDC198	0	0	0	0	39.51	0	0	0	0	0	0	0
PLEK2	0.04	0	0	0	0	0	0	0	0	0	0	0
PIGH	0.06	0	0	0	0	0	0	0	0	0	29.03	13.32
LRRC74A	0	0	0	0	0	0	0	0	0	0	0	0
PSMA3	135.88	596.47	0	0	0	0	0	0.53	114.5	0	37.56	120.91
VTI1B	17.17	0	0	0	0	0	0	0	0	6.11	8.53	12.53
TIMM9	4.88	0	0	0	0	0	0	0	0	0	0	0
GSTZ1	0	0	0	0	0	0	23	0	0.01	7.74	0	0
KIAA0586	12.25	25.01	0	0	0	0	0	0	0	5.79	2.69	8.04
TMED8	4.58	13.23	0	1.85	28.89	0	0	0	1.7	0.03	0.97	2.97
SAMD15	0	0	0	0	0	0	0	0	0	1.43	0.61	0
AHSA1	249.36	196.66	1.14	0	0	0	0	0	76.41	7.19	166.58	56.21
DAAM1	0.35	0	0	0	2.46	0	0	0	0	3.02	1.3	1.25
ISM2	0	0	0	0	0	0	0	0	0	0	0	0
SPTLC2	2.78	0	0	0	0	0	0	0.54	0	0	0.41	0
RIN3	4.44	0	0	0	338.33	0	0	1.56	0	0	19.14	0.42
LGMN	0.37	0	0	0	0	0	0	0	0	0	1.88	1.17
ALKBH1	0.01	0	0	0	131.55	0	0	0	0	0	1.93	26.36
SNW1	53.6	214.35	0.27	0	0	0	57	3.53	0	8.02	116.25	226.03
CHGA	0.05	0	0	0	19.3	0	0	0	0	3.26	0	0
ITPK1	66.79	15.82	0	0	18.14	3.61	0	0	0.49	0	0.21	123.21
DHRS7	31.62	0	0	0	0	0	0	0	0	0	2.47	11.7
PPM1A	38.4	0	0	0	0	2.42	7.76	0	0.35	1.18	6.22	91.56
SIX4	0	0	0	0	0	0.26	4.58	0	0	0.52	0	0
GALNT16	0	0	0	0.98	0.37	7.63	0	0	0	1.68	0	0
ASB2	58.97	103.33	0	0	13.79	0	0	0	0	0	0	0
CEP128	2.56	0	112.78	0.22	0	38.62	0	0	6.58	0	7.54	0.02
ERH	11.28	0	0	0	0	0	0	0	0	0	45.54	37.17
HIF1A	23.04	203.58	0	0	0	0	0	0	16.04	0	82.99	3.45
SUSD6	4.7	0	0.08	0	0	0	0	0	0.01	0	1.65	0
SRSF5	217.12	287.65	0	0	7.52	0	33.43	0	40.18	13.67	41.48	305.94
SLC10A1	3.07	0	0	0	0	0	0	0	0	0	0	0
EIF5	21.18	602.38	1.55	0	0	0.16	0	0	4.32	0	5.61	52.65
SERPINA4	0	0	0	0	0	0	0	0	0	0	0	4.54
SLC8A3	0	0	1.44	0	0	0	25.96	0	0	7.43	0	0
DICER1	11.18	89.91	76.19	0	0	0	0	0.02	0.02	9.22	12.86	3.6
ZFYVE21	0.01	0	0	0	80.46	0	0	0	9.91	0	6.67	0
MTHFD1	39.73	0	0	0	5.65	0	7.62	20.91	0	0	22.74	3.38
TCL1A	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H14	51.14	0	0	0.02	5.15	1.44	1.53	2.78	0.01	0.26	22.15	1.57
TELO2	0.05	0	0	0.13	0	0	0	0	0	0	0	0
PCNX1	15.47	0	0	0.06	49.44	0	3.68	13.59	0.25	0.82	6.93	25.76
BDKRB1	0	0	0	0	0	0	0	0	0	0	0	0
GSKIP	0.07	0	0	0	0	0	0	0	0	0	0	0
VRK1	17.9	0	0.06	0	15.33	0	6.48	0.02	4.06	14.46	11.86	0
PSMC1	54.13	219.55	0.34	1.04	0	2.73	0	0	0	31.12	75.86	12.11
PAPLN	3.42	0	0	0	13.65	0	0	0	0	0	0	0
RPS6KA5	5.75	0	0	4.45	4.66	0	3.66	0.88	13.87	34.35	5.24	0
PPP4R3A	50.3	0	0	0	88.96	5.27	0	15.51	0	8.43	72.52	330.3
C14orf93	0	0	0	0	18.68	0	0	0	0	0	0	10.87
PSMB5	2.77	0	0	0	0	0.08	0	0	0	0	0	18.96
YY1	13.88	0	0.16	0	0	0.18	6.49	0.39	1.69	0.44	64.97	1.27
ACIN1	106.19	215.21	0.09	0	25.75	4.12	9.28	2.61	16.34	19.14	98.09	79.55
CCNB1IP1	0.04	0	0	0	393.57	0	0	0	0	0	0	0
TRIP11	3.63	18.7	0	0	4.22	0	6.78	0.04	0.11	0.24	5.73	0
APEX1	79.31	97.28	0	0	253.9	14.21	0	0	0	0	59.04	0
PABPN1	14.8	0	0	0	169.82	0	22.89	0	50.54	2.14	50.38	67.88
EFS	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP5	0.65	0	0	0	3.4	0	0	0	0	0	5.11	148.41
CINP	0.02	0	0	0	4.83	0	0	0	0	6.03	1.81	0
DHRS2	0	0	0	0	0	0	0	0	0	4.61	0	0
SRP54	15.56	180.66	0	0	362.68	0	2.24	0.07	5.24	0	39.99	20.66
CPNE6	0	0	0	0	28.11	5.11	0	0	0	0	0	14.97
CHD8	33.26	0	0	0	0	21.91	3.91	4.76	5.77	21.09	20.49	16.19
PCK2	2.27	0	0	0	0	0	0	0	0	0	0	0
PRORP	4.06	0	50.07	0	8.4	0	0	0	0.01	5.56	0	0
DCAF11	3.39	0	0	0	16.97	19.81	0	154.97	0	12.95	80.06	124.52
PSMA6	136.94	0	0	0.5	4.78	1.98	0	0.02	0	0	69.3	90.97
NFKBIA	55.06	0	0.34	0	0	0	72.45	59.16	61.09	0.46	38.61	212.64
EMC9	0	0	0	0	0	0	0	0	0	0	0	15.53
PSME2	373.51	0	0	0	0	0	6.12	0	0	10.88	43.02	89.01
BRMS1L	15.35	277.38	0	0	4.35	0	0	0	0	0	11.62	37.41
REC8	4.18	0	0	0	0	0	0	0	0	0	0	0
TM9SF1	35.3	0	0	0	38.8	0	0	0	0	0	0	0
SEC23A	1.81	0	0.11	0	122.53	0	0	0	0	0	0	1.91
GMPR2	114.29	0	24.71	0	0	0	0	0	0.07	0	1.5	0
PNN	200.68	255.44	0.36	10.24	215.78	0	0	0.03	49.46	7.7	161.5	462.01
RABGGTA	11.55	0	0	0	0	0	0	0	0	0	4.98	0
NFATC4	0	0	0	0	0	0.52	0	0	0	14.52	0	0
PLTP	0	0	0	0	0	0	0	0	0.43	0	0	0
PCIF1	0	0	0	0	0	0	0	0	0	0	1.9	13.27
GSS	2.13	0	0	0	0	0	0	0	0	0	32.28	0
MMP9	0	0	0	0	0	0	0	0	0	0	0	0
VSX1	0	0	0	0	0	0	0	0	0	0	0	0
TRPC4AP	2.83	0	0	0	0	0	0	0	0.36	0	2.14	18.18
PYGB	0.04	0.04	0	0	0	0	0	0	0	0	0	2.15
ABHD12	0.08	0	0	0	0	4.49	0	0.12	0	0.9	0.07	0
PROCR	0	0	0	0	0	0	0	0	0	0	0	0
GINS1	4.73	0	319.86	0	13.78	0	0	0	0	0	0	0
NINL	0.01	0	0	0	0	0.03	0	6.18	1.22	2.51	0	0
CD40	3.76	0	0	0	8.92	0	0	0.08	0	4.36	4.01	0
UQCC1	0.02	0	0	0	0	0	0	0	0	0	0	0
ZMYND8	4.98	0	0.12	9.35	0	0	7.95	0	0	2.65	1.27	6.14
SGK2	0.18	0	0	0	61.32	0	28.08	0.18	38.47	0	0	0
IFT52	5.6	0	0	0	0	0	0	0	0	0	0	0
MYBL2	9.49	21.84	0	0	0	0	0	0	0	0	0	0
R3HDML	0	0	0	0	0	0	0	0	0	0	0	0
HNF4A	0.09	0	0	2.86	255.46	0	0	21.66	0.03	0	0	0
NDRG3	2.29	0	0	0	0	0	0	0	0	0	3.92	0
SLA2	11.68	0	0	0	0	0	0	0	0.02	0	0	0
RAB5IF	0.1	0	0	0	0	0	0	0	0	0	0	0
NFATC2	3.04	49.02	0.05	0.05	6.8	0.95	0	0	0.63	0	13.76	3.82
RIMS4	0	0	0	0	37.76	0.12	0	0	0	0	0	0
PABPC1L	1.39	0	0	0	0	14.47	0	0.2	0	0	0	84.37
STK4	137.21	836.24	0	0	56.14	0	0	12.22	4.21	2.45	36.09	65.26
SALL4	0	0	0	0	0	0	0	0	1.22	5.19	0	0
ADNP	13.76	0	0.09	0	13.67	42.89	0	4.91	0.01	0	2.66	3.43
PFDN4	0.95	0	0	0	0	0	0	0	0	0	20.22	0
DOK5	0	0	0	0	0	0	0	0	0	0	0	0
CSTF1	15.61	0	0	0	114.11	0	0	0	0	0	2.27	0
BMP7	0	0	0	0	0	0	0	0	0	0	0	0
RAE1	8.11	0	0	0	0	0	0	0	0	0	0	0
TPD52L2	0.03	0.07	0	0	64.99	0	0	0	0.01	0	6.33	0
DNAJC5	0.54	0	0	0	0	0	0	0	0	6.99	2.63	4.56
NELFCD	2.37	0	0	0	0	0	0	0.08	0	0	50.95	19.88
CTSZ	6.51	0	358.93	0.04	158.89	0	0	0	9.88	7.98	0.56	4.65
PRPF6	33.36	0	0	0	0	0	0	0.04	0	0	24.32	41.86
TUBB1	0	0	0	0	10.09	0	0	0	0	0	0	0
PRELID3B	8.36	0	0	0	0	11.69	0	0	0	0	0.2	0
HRH3	0	0	0	0.16	0	34.39	0	0	0	0	0	0
MTG2	0.06	0	19.69	0	0	0	0	0	0	0	0	0
PSMA7	69.46	0	0	0.54	0	0	0	0	12.57	0	70.3	83.27
SLCO4A1	1.89	0	0	0	0	0	3.24	0	0	0	0	0
NTSR1	0	0	0	0	0	0	0	0	0	0	0	0
MRGBP	8.64	0	0.94	0	0	0	0	0	0	0	0	0
TCFL5	0	0	0	0	0	0	0	0	0	0	0	0
DIDO1	1.73	0	0	0	0.48	4.68	0	0	0	0.75	2.36	15.15
GID8	2.53	0	0	0.1	0	0	0	0	0	0	4.67	0.03
SLC17A9	0	0	0	0	0	0	0	0	0.26	0	0	0
BIRC7	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN4	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP1	0.27	0	0	0	37.06	0	0	0	0	0	6.83	0.29
AVP	0	0	0	0	0	0	0	0	0	0	0	0
COL20A1	0	0	0	0	0	0	12.67	0	0	1.27	0	0
CHRNA4	0	0	0	0	0	0	0	0	0	1.12	0	0
EEF1A2	0	0	0	0	0	0	0	0	0	0	0	0
PTK6	0.02	0	0	0	0	0	0	0	0	0	2.52	0
GMEB2	0.65	0	0	0	0	0	0	0	0	0	4.6	0.01
C20orf27	0	0	0	0	0	0	0	0	0.12	0	0	0
SPEF1	0	0	0	0	0	0	0	0	0	0	0	0
CDC25B	4.55	0	180.74	0	0	0	0.63	0	0	0	6.72	0
ISM1	0	0	0	0	0	0	0	0	0	0.08	0.18	0
RNF24	4.33	0	0	0	0	0	0	0.02	0	6.56	0	0
ARFRP1	7.45	0	0	0	0	0	0	0.05	4.96	0	3.98	0
NDUFAF5	5.16	0	0	0	53.53	0	0	0	0	0.97	1.38	0
SEL1L2	0	0	0	0	50.47	0	0	0	0	0	0	0
TRIB3	0.05	0	0	0	0	0	0	14.57	0.02	0	13.92	0
RASSF2	7.67	0	0	0.08	0	0	0	0	0.01	0	0	0
CSNK2A1	9.83	187.2	0	0	73.15	1.38	0	0.16	0	1.46	9.29	2.22
SLC52A3	0.1	0	0	0	0	0	0	0	0.62	31.42	0	0
RPS10P5_ENSG00000101278	0	0	0	0	0	0	0	0	0	0	0	0
ANGPT4	0	0	27.48	0	11.83	0	0	0	0	0.52	0	0
RSPO4	0	0	0	0	80.77	1.03	0	54.46	0.03	3.58	0	1.08
CDS2	4.3	0	0	0	0	0	0	0	0.13	0.21	1.92	2.35
PROKR2	0.31	0	0	0	2.78	0	0	0	0	0	0	0
HM13	6.97	0	0	0	0	0	0	2.78	15.59	0	16.62	5.58
SNPH	0	0	0	0	51.9	0	0	0	0	1.02	0	0
MYLK2	0	0	0	0	0	0	0	0	0	0	0	0
SIRPB1	0	0	0	0	0	0	35.71	0	0	4.26	0	0
SEC23B	9.78	0	0.14	0	0	19.15	0	0.12	19.29	0	0.33	0.09
FERMT1	0	0	0	0	0	0	9.89	0	0	0	0	0
HAO1	0	0	0	0	0	0	0	0	0	5.35	0	0
PDYN	0	0	0	0	0	0	0	0	0	0	0	0
CCM2L	0	0	0	0	0	0	0	0	0	0	0	0
PLCB4	0	0	0	0	0	0	4.8	10.09	0.01	2.53	0	0
MYL9	0.06	0	0	0	0	0	0	0.04	0	0	0	0
HCK	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF4	5.71	0	0	0	0	0	0	0	0	0	15.74	13.22
TLDC2	0	0	0	0	0	0	0	0.18	20.86	0	0	0
CRNKL1	45.78	74.38	0	0.78	8.49	0	0	0	0	1.4	12.2	5.99
POFUT1	21.17	0	0	0	0	0	0	0	1.76	0	0	4.96
SAMHD1	39.4	0	0.11	0	0	0	0	0	2.83	0.13	20.42	6.21
PAK5	0	0	0	0	0	0	0	0	0	2.44	0	0
KIF3B	2.02	0	0	0	0	0	0	0	0	0	1.58	7.48
MROH8	0	0	0	0	0	0	0	0	0	0	0	0
NOP56	334.52	374.85	0	0	0	0	17.02	0	0.16	9.48	46.38	54.61
MANBAL	0.03	0	0	0	0	0	0	0	0	0	0	0
IDH3B	38.42	0	0	0.54	526.8	0	0	0.53	0	0	14.04	8.81
MAPRE1	41.76	0	0.17	0	0	0	0	0	2.79	0	10.5	5.75
JAG1	0.03	0	0	0	19.2	2.01	25.47	0	2.39	1.51	0	0
CDK5RAP1	0.03	0	0	0	16.06	0	0	0	0	0	34.46	0
SNTA1	0.01	0	0	0	0	0	0	0	0	0	0	0
OXT	0	0	0	0	0	0	0	0	0	0	0	0
TTI1	2.97	31.92	0	0	0	0	0	0	0	0	0	0
E2F1	3.16	0	0	0	4.74	0	0	0	0	0	3.83	0
RPRD1B	0.05	0	121.4	0	0	0	0	0	0	0	0	0
PXMP4	0	0	0	0	0	0	0	0	0.02	0	0.08	4.06
CHMP4B	19.67	0	0	0	0	0	0	0	1.16	0	50.15	43.85
BPI	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0	0	0	0
SLC32A1	0	0	0	0	7.53	0	0	0	0	0	0	0
CST3	0.16	0	0	0	0	0	0	0	0	1.67	0	0
ASIP	0	0	0	0	0	0	0	0	0	0	0	0
CST4	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	0	0	0	0	23.47	0	0	0	0	0	0	0
WFDC2	0	0	0	0	0	0	0	0	0	0	0	0
AHCY	17.51	0	0	0	7.06	0	0	0	0	0	0	0
PPP1R16B	13.78	0	0	0.07	4.33	0	0	0	0	0	1.84	12.52
SPINT3	0	0	0	0	0	0	0	0	0	0	0	0
FAM83D	0.01	0	0	0	0	0	0	0	0	2.9	0	0
EPPIN	0	0	0	0	26.29	0	0	0	0	6.47	0	0
DHX35	3.42	0	0	0	0	0	0	0	0	0	0	0
DNTTIP1	11.41	0	0	0	0	0	0	0	0	0	29.39	0
MAP1LC3A	0	0	0	0	0	0	0	0	0	0	2.65	0
SYNDIG1	0	0	0	0	0	0	0	0	0.05	8	0	0
PIGU	0.8	0	0	0	0	0	0	0	0	0	0	0
TNNC2	0	0	0	0	0	0	0	0	0	0	0	0
ACOT8	38.12	0	0	0	0	0	0	0	0	0	0	0
APMAP	20.42	0	0	0	0	0	0	0	0	0	6.14	2.55
CELF4	0	0	0	0	0	0	0	0	0	0	0	0
ZNF516	0.05	0	0	8.59	0	0	0	0	0.02	0.95	0	0
CDH20	0	0	0	0.1	0	7.81	0	0	0	0	0	0
ADNP2	10.26	0	0	0	0	0	0	0	0	6.18	0	0
RBFA	0.64	0	0	0	27.02	0	0	0	0	9.83	3.52	0
USP14	19.86	103.63	0	0	0	0	0	0	0.49	0	0.82	4.96
VAPA	55.38	109.27	0	0	15.47	0	0	0.02	39.52	0	8.02	15.76
METTL4	4.54	0	0	0	59.55	0	8.9	0	0	0	0	2.07
LPIN2	1.47	0	0	0	0	0	0	0	0.12	0	13.09	0
SMCHD1	77.7	4.22	85.59	0	44.26	0	57.71	12.55	0.54	1.69	65.02	30.66
MYOM1	0	0	0	0	0	0	0	0	0	0	0	0
MYL12A	588.15	0.52	0	0.51	0	0	0	0	42.57	52.74	215.61	148.57
CEP76	0	211.87	0	0	0	0	0	0	0	0	24.44	0
ST8SIA5	0	0	2.83	0.03	3.05	0.31	0	0	0.21	13.18	0	0
CEP192	5	0	0.05	0.38	0	6.47	0	0	0.54	3.57	13.5	39.35
RNMT	6.37	0	0	0	0	0	0	0	0	1.96	2.41	4.17
SMAD7	1.76	0	0	0	0	0	0	0.06	1.69	0	25.5	0
LIPG	0	0	40.83	0	0	0	0	19.36	10.58	5.17	0	0.16
LAMA1	0	0	0	0	0	0	0	0	0	0	0	0
RNF125	0	0	0	0	36.26	0	0	0	0	0	0	0
ANKRD12	70.09	120.15	46.72	69.31	0	30.56	51.93	0	21.94	5.87	136.14	66.73
NOL4	0	0	0	0	0	0	0	0	0	0	0	0
POLI	0.01	0	0	0	7.69	4.9	0	0	1.22	0.32	0	6.49
MIB1	3.12	0.15	0	0	41.55	0	0	0	0	3.41	3.18	0
RBBP8	53.34	58.28	0	0	0	0	0	0	1.31	0	13.8	11.27
RIOK3	18.96	0	0.36	0	0	0	0	0	30.48	0.81	2.13	28.01
CSTF2	7.51	0	0	0	0	0	0	0	0	0	6.49	0
H2BFM	0	0	0	0	0	0	0	0	0.03	9.78	0	0
MXRA5	0.01	0	0	0.04	3.89	0	0	0.01	0	0	0	0
VSIG1	0	0	0	0	0	0	0	0	0	0	0	0
PSMD10	0.09	0	0	0	0	0	0	0	0	0	0	0
ATG4A	6.94	43.68	0	0	11.29	0	0	0	0	0	0	18.58
STS	0.02	0	0	0	18.64	0	0	0	0	0	0	0
TBL1X	3.88	0	0.08	0	104.56	0	0	0	1.59	0	11.57	0.87
GPR143	0	0	0	0	0	0	0	0	0	0	0	0
PGRMC1	14.81	0	0	0	0	0	0	0	6.99	0	5.24	2.93
POLA1	5.14	11.14	0	28.9	0	0	23.39	0	0	0	79.19	0
MID1	0.01	0	0	0	0	0	54.06	0	0.02	11.78	0	0
NKAP	11.95	0	0	0	18.16	2.19	0	3.43	0	0	0	5.74
RHOXF1	0	0	0	0	23.95	0	0	0	0.01	0	0	0
NXT2	0.02	0	0	0	27.63	0	0	0	0	0	0	0
GUCY2F	0	0	0	0	0	0	0	0	0	0	0	0
ATP1B4	0	0	0	0	0	0	2.16	0	0	7.43	0	0
MCTS2P	24.73	0	0	0	0	0	0	0	0	0	0	0
ALG13	0.05	0	70.7	0.58	0	0	0	0	0	0	0	0
PRPS2	30.29	151	0	0	21.67	0	0	0	0	0	3.54	16.02
TLR8	0	0	0	0	0	0	0	0	0.21	0	0	0
MOSPD1	9.9	0	0	0	0	0	0	0	0	0	0	0
AMMECR1	0.08	0	0	0	0	0	0	0	0	0	11.87	0
CHRDL1	0	0	0	0	0	0	0	0	0	0	0	0
WDR13	0.01	0	0	0	0	0	0	0.05	0	16.95	6.93	0
SUV39H1	1.83	0	0	0	0	0	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0	0	0	0.58	0	0	0
SRPX	0	0	0	0	0	0	0	0	0	0	0	0
GLRA2	0	0	0	0	0	0	0	0	0	0	0	0
XIAP	0.41	0	0	0	0	0	0	0	0.15	0.03	82.51	5.37
STAG2	22.42	0	0	0	77.74	0.01	0	0	0.01	2.74	11.47	10.65
ATP11C	0.03	0	0	0	0	0.02	0	0	0	0	2.11	0
MCF2	0	0	0	0	0	0	0	0	0	3.15	0	0
F9	0	0	0	0	108.14	0	0	0	0	0	0	0
ABCD1	0.01	0	0	0	0	0	0	0	0	0	0	0
CCDC22	1.74	0	0	0	0	0.03	0	0	0	0	8.73	0
CACNA1F	0	0	0	0	0	0	0	0	0	0	0	0
SYP	5.5	0	0	59.9	0	0	0	0	5.96	6.05	0	0
PLP2	11.65	0	0	0	0	0	0	0	0	0	38.23	0
BMX	0	0	0	0	0	0	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0	0	0	0	0	0	0
PLS3	0.04	0	0	0	0	0	0	0	0	0	0	0
NAA10	47.05	0	0	0	0	0	0	0	12.55	0	1.49	35.31
RENBP	0	0	0	0	0	0	0	0	0	0	0	0
ELF4	0.01	0	0	0	0	0	0.53	0	0	12.28	6.8	7.07
SMARCA1	0	0	0	0	0	0	0	0	0	0	0	0
MTMR8	0	0	0	0	0	0	0	0	0	0	0	0
ASB9	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H12B	0.02	0	0.69	0	54.89	0	0	0	0	5.54	0	0
RBBP7	33.15	0	0	0	0	0	0	0	4.58	0	10.56	1.83
