GeneSymbol	D3_INT_EPI_GL_C	D3_ISO2_EPI_1	D3_ISO2_EPI_2
ENSG00000280288	0	0	0
ENSG00000280291	0	0	0
ENSG00000280294	0	0	0
ENSG00000280295	0	0	0
ENSG00000280296	0	0	0
ENSG00000280299	0	0	0
ENSG00000280300	0	0	0
ENSG00000280302	0	0	0
ERICD	0	0	0
ENSG00000280304	0	0	0
ENSG00000280305	0	0	0
ENSG00000280306	0	0	0
ENSG00000280307	0	0	0
ENSG00000280309	0	0	0
ENSG00000280310	0	0	0
ENSG00000280311	0	0	0
ENSG00000280312	0	0	0
OR8K3	0	0	0
ENSG00000280317	0	0	0
ENSG00000280318	0	0	0
ENSG00000280319	0	0	0
ENSG00000280320	0	0.67	0
ENSG00000280321	0	0	0
ENSG00000280323	0	0	0
ENSG00000280325	0	0	0
ENSG00000280326	0	0	0.09
ENSG00000280327	0.02	0	0
CTBP2P10_ENSG00000280330	0	0	0
ENSG00000280331	0	0	0
ENSG00000280332	0.05	0.1	0.09
ENSG00000280333	0	0	0
ENSG00000280334	0	0	0.11
ENSG00000280335	0	0	0
ENSG00000280336	0	0	0
DUX4L25_ENSG00000280337	0	0	0
ENSG00000280338	0	0	0
ENSG00000280339	0.01	0	0
ENSG00000280340	0	0	0
ENSG00000280341	0	0	0
ENSG00000280344	0	0	0
ENSG00000280345	0	0	0
ENSG00000280347	0.12	0.26	0.34
ENSG00000280348	0	0	0
ENSG00000280349	0	0	0
LINC01726	0	0	0
ENSG00000280351	0.03	0.21	0.21
ENSG00000280352	0	0	0
ENSG00000280353	0	0	0
ENSG00000280354	0	0	0
ENSG00000280355	0	0	0.03
ENSG00000280356	0	0	0
ENSG00000280357	0	0	0
ENSG00000280359	0	0	0
ENSG00000280360	0	0	0
ENSG00000280362	0	0	0
ENSG00000280364	0	0	0
ENSG00000280365	0	0	0
ENSG00000280366	0	0	0
ENSG00000280367	0	0	0.03
ENSG00000280368	0	0	0
ENSG00000280369	0	0	0
ENSG00000280371	0	0	0
ENSG00000280372	0	0	0
ENSG00000280373	0	0	0
ENSG00000280375	0	0	0.05
ENSG00000280376	0	0	0.07
ENSG00000280377	0	0	0
ENSG00000280378	0.08	0	0.04
ENSG00000280379	0	0	0
ENSG00000280380	0	0	0
ENSG00000280381	0.03	0.02	0.02
ENSG00000280382	0	0	0
ENSG00000280383	0.01	0.01	0.01
ENSG00000280384	0.14	0.01	0.12
ENSG00000280385	0.13	0.12	0.18
ENSG00000280387	0.05	0	0.02
ENSG00000280388	0	0.01	0.01
ENSG00000280390	0	0	0
ENSG00000280392	0	0	0
ENSG00000280393	0	0	0
ENSG00000280394	0	0	0
ENSG00000280395	0	0	0
ENSG00000280396	0	0	0
ENSG00000280397	0	0	0
ENSG00000280398	0	0	0
ENSG00000280399	0	0	0
ENSG00000280400	0	0	0
ENSG00000280401	0	0	0
ENSG00000280402	0.07	0.08	0.25
ENSG00000280405	0	0	0
ENSG00000280406	0	0	0
ENSG00000280407	0.17	0.44	0.46
ENSG00000280408	0	0	0
LINC01101_ENSG00000280409	0	0	0
IGHV1-69D	0	0	0
ENSG00000280412	0	0	0
ENSG00000280414	0	0	0
ENSG00000280415	0	0	0
ENSG00000280416	53.22	62.82	62.44
ENSG00000280417	0	0.01	0
ENSG00000280418	0	0	0
ENSG00000280419	0	0	0
ENSG00000280420	0	0.09	0
ENSG00000280422	0	0	0.01
ENSG00000280423	0	0	0
ENSG00000280424	0	0	0
ENSG00000280425	0	0	0
ENSG00000280426	0	0	0
ENSG00000280429	0	0	0
ENSG00000280430	0	0	0
ENSG00000280431	0	0	0
ENSG00000280432	0	0	0
ENSG00000280433	0.36	0.47	0.59
ENSG00000280434	0	0	0
ENSG00000280435	0	0	0
ENSG00000280436	0	0	0
ENSG00000280438	0	0	0
ENSG00000280439	0	0	0
ENSG00000280440	0	0.68	0
ENSG00000280441	0.24	0.29	0.24
ENSG00000280443	0	0	0
ENSG00000280444	0.25	0	0.2
ENSG00000280445	0	0	0
ENSG00000280446	0	0	0
ENSG00000280449	0	0	0
ENSG00000280450	0	0	0
ENSG00000280451	0	0	0
ENSG00000280453	0	0	0
ENSG00000280455	0	0	0
DUX4L2_ENSG00000280457	0	0	0
SCARNA4_ENSG00000280466	0	0	0
ENSG00000280474	0	0	0
ENSG00000280485	0	0	0
ENSG00000280486	0	0.02	0.07
ENSG00000280494	0	0	0
SNORA17B_ENSG00000280496	75.63	47.16	72.85
SNORA16A_ENSG00000280498	33.55	26.83	0
ENSG00000280502	0	0	0
ENSG00000280511	0	0	0
SALRNA2	0.1	0	0.07
ENSG00000280537	0.06	0.03	0.03
ASAP1-IT2	0	0.06	0
ENSG00000280554	0	0	0
LINC01374	0	0	0
ENSG00000280571	66.83	131.96	91.12
LINC02342	0	0	0
LINC01348	0.33	0.54	0.37
BTG3-AS1	0.77	1.15	0.91
ENSG00000280604	0.02	0.01	0.05
ENSG00000280607	0	0	0
ENSG00000280614	2657.59	7016.41	4178.1
SCAANT1	0	0	0
PCAT14	0	0.07	0
THRIL	0	0	0
ENSG00000280636	0	0	0
LINC02204	0.01	0	0
RNA5SP196_ENSG00000280646	0	0	0
ENSG00000280649	0	0.04	0.25
KCNIP4-IT1	0	0	0
ENSG00000280655	0	0	0
ENSG00000280660	0	0	0
ENSG00000280665	0	0	0
CCDC163	0.02	0.08	0.11
LINC01242	0	0	0
SH3PXD2A-AS1	0.66	3	2.1
ENSG00000280703	0	0	0
SNORD3E_ENSG00000280704	0	0	0
AL353747.4	0	0	0
LINC02203_ENSG00000280709	0	0	0
JADRR	0	0	0
PCAT5	0	0	0
LINC01943	0.27	0.36	0.55
LINC00251	0	0	0
LINC01232	0.04	0.01	0.16
EIF1B-AS1	0.17	0.28	0.09
LINC01173	0	0	0
LINC00850	0	0	0
DUX4L1_ENSG00000280757	0	0	0
ENSG00000280758	0	0	0
ENSG00000280767	0	0	0
ENSG00000280773	0	0	0
LINC01202	0	0	0
ENSG00000280778	0	0	0
JAKMIP2-AS1	0	0	0
PAGR1	0.26	0.89	1
LINC00294	1.07	1.44	1.23
DUX4L5_ENSG00000280799	0	0	0
ENSG00000280800	2657.59	7016.41	4178.1
LINC00836	0	0	0
ENSG00000280828	1.09	1.57	3.61
GSEC	2.73	3.04	2.86
CPS1-IT1	0	0	0
ENSG00000280850	0	0	0
ENSG00000280852	0	0.22	0
AC233296.1	0	0	0
ENSG00000280878	0	0	0
ENSG00000280881	0	0	0
ELDR	0	0	0
ENSG00000280893	0.18	0.13	0
SNORA50D_ENSG00000280894	0	0	0
ENSG00000280904	0	0	0
CTSLP3_ENSG00000280913	0	0	0
FOXCUT	0	0.01	0
ENSG00000280920	0	0	0
LINC00628	0	0.07	0.05
CTBP1-AS	0.05	0.07	0.04
ENSG00000280936	0	0	0
LINC01163	0	0	0
ENSG00000280958	0	0	0
TTTY3B	0	0	0
ENSG00000280968	0	0	0
RPS4Y2	0	0	0
MATR3	0.83	1.36	0
LINC00581	0	0	0
ENSG00000280991	0	0	0
CCAT2	0.03	0	0
SNORD3D_ENSG00000281000	0	0	0
LINC00921	0.08	0.12	0.35
ENSG00000281008	0	0.09	0.63
ENSG00000281010	0	0	0
ENSG00000281016	0	0	0.07
ENSG00000281021	0	0	0
N4BP2L2-IT2	0	0.02	0.06
ENSG00000281039	0	0.27	0
DUX4L6_ENSG00000281058	0	0	0
ENSG00000281087	0	0	0
ENSG00000281091	0	0	0
LINC01395	0	0	0
ENSG00000281100	0.3	0.45	0.37
TRG-AS1	0	0	0
TMEM272	0	0	0
ENSG00000281113	0	0	0
ENSG00000281120	0	0	0
PTENP1-AS	0	0	0
SCHLAP1	0	0	0
MIR3651_ENSG00000281156	0	0	0
ENSG00000281159	0	0	0
ENSG00000281160	0	0	0
LINC01127	0	0	0
ENSG00000281179	0	0	0
ENSG00000281181	2657.59	7219.35	4178.1
NPTN-IT1	0.05	0.04	0.2
LINC00706	0	0	0
GHET1	0	0	0
ENSG00000281195	0	0.11	0.14
LINC00934	0	0	0
LINC01097	0	0	0
SLFNL1-AS1	0	0.02	0
LINC00254	0	0	0
LINC02536	0	0	0
SALRNA3	0	0	0
ENSG00000281295	0	0	0
ENSG00000281311	0	0	0
LINC01338	0.01	0	0
LINC00997	0.17	0.36	0.7
ENSG00000281333	0	0	0
HELLPAR	0	0	0
NF1P9_ENSG00000281347	0	0	0
ENSG00000281348	0.65	1.15	0
ARRDC3-AS1	0.44	0.41	0.34
RASSF1-AS1	0	0	0
ENSG00000281365	0	0	0
INE2	0	0	0
ABALON	0.08	0.62	0.61
SEPTIN14P19_ENSG00000281379	0	0	0
ENSG00000281383	94.64	497.94	106.77
ENSG00000281386	0	0	0
AC107204.1	0	0	0
SCARNA4_ENSG00000281394	0	0	0
SNHG4	0.07	0.23	0.09
LINC01176	0.03	0.1	0.03
BLACAT1	0.09	0.16	0.22
MIR548BB_ENSG00000281426	0	0	0
PANDAR	0	0	0
TGFB2-OT1	0	0.12	0.34
ENSG00000281460	0	0	0
ENSG00000281468	0.06	0.12	0
ENSG00000281469	0	0	0.39
PISRT1	0	0	0
LINC01955	0	0	0
CICP14_ENSG00000281490	0.18	0	0
DNAJB5-DT	0	0	0
SEPSECS-AS1	0.06	1.14	0.72
ENSG00000281516	0	0	0
ENSG00000281530	0.12	0	0.4
ENSG00000281538	0.06	0.48	0.09
LINC00895	0	0	0
ENSG00000281550	0	0	0
LSINCT5	0	0	0
AL157778.1	0	0	0
ENSG00000281571	0.08	0.21	0.08
DBET	0	0	0
ENSG00000281593	0	0	0
ENSG00000281613	0	0	0
DUX4L3_ENSG00000281627	0	0	0
SAMD12-AS1	0	0	0.08
EBLN3P	1.43	1.82	2.13
DUX4L7_ENSG00000281652	0	0	0
ENSG00000281655	0	0	0.02
LINC00538	0	0	0
RBM5-AS1	0	0	0.04
PACRG-AS1	0	0	0
MIR664A_ENSG00000281696	0	0	0
AL009179.1	0.05	0.21	0.52
ERC2-IT1	0	0	0
U3_ENSG00000281710	0	0	0
DUX4L8_ENSG00000281720	0	0	0
LINC01080	0	0.01	0.11
METTL14-DT	0	0	0.01
ENSG00000281732	0	0	0
ENSG00000281741	0	0	0
C2-AS1	0	0	0
LINC01230	0	0	0
ENSG00000281772	0	0	0
LINC00550	0	0	0
snoZ196_ENSG00000281780	0	0	0
ENSG00000281808	0	0	0
LINC01394	0	0	0
AL645929.2	0	0	0
LINC00602	0	0	0
MIR1291_ENSG00000281842	0	0	0
ENSG00000281849	0	0	0
LINC00891	0	0	0
ENSG00000281856	0	0	0
SNORD38B_ENSG00000281859	0	0	0
ENSG00000281863	0	0	0
PAUPAR	0	0	0
ENSG00000281883	0	0	0
GIMAP1-GIMAP5_ENSG00000281887	0	0	0
ENSG00000281896	0	0	0
LINC02246	0.14	0.94	1.23
ENSG00000281904	0	0.04	0
HERC2P7_ENSG00000281909	0	0.28	0
SNORA50A_ENSG00000281910	0	0	0
LINC01144	0	0	0
ENSG00000281920	0	0	0
ENSG00000281938	0	0	0
ENSG00000281941	0	0	0
ENSG00000281955	0	0	0
TRBJ1-4	0	0	0
ENSG00000281961	0	0	0
ENSG00000281969	0	0	0
ENSG00000281974	0.02	0	0.22
IGHV1-69-2	0	0	0
TMEM265	1.37	1.97	2.01
ENSG00000282012	0	0	0
ENSG00000282021	0	0	0
ENSG00000282022	0	0	0
ENSG00000282024	0	0.03	0
ENSG00000282033	0	0	0
ENSG00000282034	3.31	4.42	5.23
ENSG00000282041	0	0	0
ENSG00000282048	0	0	0
ENSG00000282051	0.18	0.82	0.41
ENSG00000282057	0.05	0.03	0.06
CICP19_ENSG00000282059	0	0	0
IGHD3OR15-3B	0	0	0
ENSG00000282097	0	0	0
HSP90AB4P_ENSG00000282100	0.02	0.15	0.03
LINC02815	0	0	0
ENSG00000282121	0	0	0.64
IGHV7-4-1	0	0	0
TRBJ1-3	0	0	0
OR4G3P_ENSG00000282137	0	0	0
ENSG00000282142	0	0	0
ENSG00000282143	0	0	0.03
ENSG00000282160	0	0	0
PEG13	0	0.07	0.01
TRBJ1-5	0	0	0
ENSG00000282199	0	0	0
ENSG00000282206	0	0	0
ENSG00000282218	0	0	0.34
ENSG00000282221	3.6	4.31	5.55
ENSG00000282222	0	0	0
ENSG00000282265	0	0	0
IGHD2OR15-2B	0	0	0
CYP3A51P_ENSG00000282277	0	0	0
ENSG00000282278	0	0	0
ENSG00000282299	0	0	0
ENSG00000282300	0	0	0
CYP3A7-CYP3A51P_ENSG00000282301	0.3	0	0
ENSG00000282304	0.51	0.92	0.16
ENSG00000282306	0	0	0
DPRXP3_ENSG00000282308	0	0	0.05
ENSG00000282317	0	0	0
TRBJ1-1	0	0	0
MTND1P7_ENSG00000282321	0	0	0
ENSG00000282327	0	0	0
ENSG00000282339	0	0	0
ENSG00000282358	0	0	0
ENSG00000282375	0	0	0
ENSG00000282381	0	0	0
ENSG00000282386	0	0	0.55
ENSG00000282390	0	0	0
ENSG00000282393	0.12	0.21	0.21
ENSG00000282408	0	0	0.58
ENSG00000282413	0	0	0
ENSG00000282416	1.66	0.86	0.18
ENSG00000282418	0	0	0
TEX13D	0	0	0
TRBJ1-2	0	0	0
TRBD1	0	0	0
ENSG00000282432	0	0	0
ENSG00000282440	0	0.11	0
WASH5P_ENSG00000282458	0	0	0
ENSG00000282478	0	0	0
TRBV25-1	0	0	0
ENSG00000282501	0	0	0
FKBP1AP4_ENSG00000282502	0	0	0
LINC01002	1.91	1.61	3.34
CLUHP10_ENSG00000282511	0	0	0
IGHD3OR15-3A	0	0	0
ENSG00000282527	0	0	0
ENSG00000282535	0	0	0
ENSG00000282542	0	0	0.1
ENSG00000282556	0	0	0
ENSG00000282564	0	0	0
AC215522.2	0	0	0
FAM138F	0	0	0
IGHD2OR15-2A	0	0	0
IGHV3-69-1	0	0	0
ENSG00000282602	0	0	0
ADORA3	0	0	0
MRPL57P8_ENSG00000282625	0	0	0
IGHV3-64D	0	0	0
IGHV5-10-1	0	0	0
ENSG00000282668	0	0	0
ENSG00000282686	0	0	0
ENSG00000282692	0	0	0
ENSG00000282697	0	0	0
ENSG00000282718	0	0	0
PGR-AS1	0	0	0
ENSG00000282732	0	0	0
ENSG00000282738	0	0	0
ENSG00000282740	0	0	0
ENSG00000282742	0	0	0
DUXB	0	0	0
ENSG00000282759	0	0	0
ENSG00000282772	0	0	0
TRBJ1-6	0	0	0
MALLP1_ENSG00000282785	0	0	0.48
ENSG00000282787	0	0	0
ENSG00000282793	0	0	0
ENSG00000282798	0.42	0.55	1.62
ENSG00000282804	0	0	0
ENSG00000282807	0	0	0
TEX13C	0	0	0
ENSG00000282816	0	0	0
FRG1CP_ENSG00000282826	0	0	0
ENSG00000282828	0	0	0
ENSG00000282834	0	0	0
ENSG00000282836	0	0	0
AC004554.2	0	0	0
FRG2EP_ENSG00000282842	0	0	0
ENSG00000282843	0	0	0
ENSG00000282849	0	0.54	0.23
RHOXF1P2_ENSG00000282850	0	0	0
BISPR	0.05	0.31	0.23
ENSG00000282852	0	0	0
ENSG00000282855	0	0	0
ENSG00000282859	0	0	0
ENSG00000282860	0	0	0
ENSG00000282863	0	0	0
ENSG00000282864	0	0	0
ENSG00000282865	0	0	0
FRG1DP_ENSG00000282870	0	0	0
C1orf232	0	0	0
ENSG00000282875	0	0	0
ENSG00000282876	0	0	0
ENSG00000282879	0	0	0
TMEM275	0	0	0
ENSG00000282882	0	0	0
ENSG00000282885	1971.99	649.66	1922.89
PTMAP12_ENSG00000282886	0	0	0.16
ENSG00000282887	0	0	0
ENSG00000282890	0	0	0
DUX4L33_ENSG00000282894	0	0	0
ENSG00000282897	0	0	0
ENSG00000282898	0	0	0
ENSG00000282904	0	0	0
ENSG00000282906	0	0	0
ENSG00000282907	0	0.11	0.01
ENSG00000282909	0	0	0
DUX4L35_ENSG00000282911	0	0	0
ENSG00000282912	0	0	0
ENSG00000282914	0	0	0
ENSG00000282915	0	0	0
LINC02746	0	0	0
ENSG00000282917	0	0.05	0
CFTRP2_ENSG00000282921	0	0	0
ENSG00000282924	0	0	0
ENSG00000282925	0	0	0
ENSG00000282927	0	0	0
RHOXF1P3_ENSG00000282933	0.01	0	0
DUX4L34_ENSG00000282935	0	0	0
ENSG00000282936	0	0.02	0.07
TRBV7-2	0	0	0
AC004784.1	0	0	0
ENSG00000282944	0	0	0
ENSG00000282946	0	0	0
PCMTD1P7_ENSG00000282949	0	0	0
ENSG00000282950	0	0	0
ENSG00000282951	0	0.27	0.71
ENSG00000282952	0	0	0
PRNCR1	0	0.01	0
ENSG00000282964	0	0	0
AGGF1P10_ENSG00000282968	0	0	0
ENSG00000282973	0	0	0
LINC02034	0	0	0
PCBP2-OT1	0	0	0
BTF3P16_ENSG00000282978	0	0.09	0
ENSG00000282980	0	0	0
ENSG00000282987	0	0	0
ENSG00000282988	0.16	0.37	0.46
PDCL3P2_ENSG00000282989	0	0	0
ENSG00000282993	0	0	0
ENSG00000282994	0	0	0
FRG1EP_ENSG00000282995	0	0	0
MPP7-DT	0	0	0
ENSG00000282997	0	0	0
ENSG00000282998	0	0	0
LINC02635	0	0	0
ENSG00000283001	0	0	0
ENSG00000283003	0	0	0
CDC27P3_ENSG00000283005	0	0	0
ENSG00000283010	0	0	0
ATP5MC1P2_ENSG00000283016	0	0	0
DUX4L37_ENSG00000283020	0	0	0
FRG1GP_ENSG00000283023	0	0	0
ENSG00000283025	0	0	0
ENSG00000283031	0	0.03	0
ENSG00000283033	0	0	0
LINC01988	0	0	0
KLF18	0	0	0
ENSG00000283040	0	0	0
ENSG00000283041	1.37	1.37	0.98
ENSG00000283043	0	0	0
ENSG00000283044	0	0	0
ENSG00000283045	0	0.06	0
FRG1FP_ENSG00000283047	0	0	0
GTF2IP12_ENSG00000283050	0	0	0
LINC01668	0	0	0.33
LINC02456	0	0	0
ENSG00000283053	0	0	0
ENSG00000283057	0	0	0
ENSG00000283058	0	0	0
ENSG00000283061	0	0	0
TRBV6-2	0	0	0
AL353759.1	0.26	0.17	0.2
ENSG00000283065	0	0	0
DUX4L32_ENSG00000283069	0	0	0
LBHD2	0	0	0
ENSG00000283072	0	0	0
ENSG00000283075	0	0	0
ENSG00000283076	0	0	0
ENSG00000283078	0	0.04	0
LINC02498	0	0	0
ENSG00000283084	0	0	0
CENPVL2	0	0	0
ENSG00000283095	0	0	0
ENSG00000283096	0	0	0
ENSG00000283097	0	0	0
ENSG00000283098	0	0	0
BMS1P21_ENSG00000283101	0	0	0
ENSG00000283103	0.19	0.73	0.33
ENSG00000283108	0	0	0
ENSG00000283110	0	0	0
AC004949.1	0	0	0
ENSG00000283118	0	0	0
HYMAI	0	0	0
RARRES2P11_ENSG00000283123	0	0	0
ENSG00000283125	0	0	0
MIR1297_ENSG00000283126	0	0	0
ENSG00000283128	0.03	0	0
ENSG00000283130	0	0	0
MTND2P41_ENSG00000283131	0	0	0
KMT2CP4_ENSG00000283132	0	0	0
ENSG00000283133	0	0	0
U6_ENSG00000283136	0	0	0
ENSG00000283138	0	0	0
LINC02666	0	0	0
ENSG00000283142	0	0	0
ENSG00000283145	0	0	0
MIR548AU_ENSG00000283146	0	0	0
ENSG00000283148	0.11	0.2	0.28
ENSG00000283149	7.08	10.09	4.76
MIR3120_ENSG00000283152	0	0	0
IQCJ-SCHIP1	0	0	0
ENSG00000283155	0	0	0
ENSG00000283156	0	0	0
ENSG00000283157	0	0	0
MIR665_ENSG00000283159	0	0	0
MIR4521_ENSG00000283160	0	0	0
ENSG00000283162	0	0	0
ENSG00000283164	0	0	0
MIR203B_ENSG00000283165	0	0	0
ENSG00000283166	0	0	0
ENSG00000283167	0	0	0.02
MIR382_ENSG00000283170	0	0	0
MIR548D1_ENSG00000283172	0	0	0
MTCO1P38_ENSG00000283174	0	0	0
ENSG00000283175	0	0	0
ENSG00000283176	0	0	0
ENSG00000283178	0	0	0
MIR6767_ENSG00000283180	0	0	0
ENSG00000283183	0	0	0
MIR2052_ENSG00000283188	0	0	0
ENSG00000283189	0.19	0.14	0.31
MIR1243_ENSG00000283193	0	0	0
IGHVII-43-1	0	0	0
ENSG00000283196	0	3.11	0
ENSG00000283197	0	0	0
C13orf46	1.18	1.41	0.85
MIR1206_ENSG00000283200	0	0	0
ZNF724_ENSG00000283201	0	0	0
ENSG00000283202	0	0	0
MIR1246_ENSG00000283203	0	0	0
MIR4434_ENSG00000283204	0	0	0
ENSG00000283205	0	0	0
MIR941-1_ENSG00000283206	0	0	0
MIR1255B1_ENSG00000283207	0	0	0
ENSG00000283208	0	0	0
ENSG00000283209	0	0	0
MIR1322_ENSG00000283210	0	0	0
ENSG00000283211	0	0	0
MIR642B_ENSG00000283212	0	0	0
ENSG00000283213	0.04	0.01	0.04
ENSG00000283214	0	0	0
LINC02537	0	0	0
ENSG00000283217	0	0	0
MIR302F_ENSG00000283218	0	0	0
ENSG00000283219	0	0	0
ENSG00000283221	0	0	0
MIR4433A_ENSG00000283222	0	0	0
MIR3199-2_ENSG00000283225	0	0	0
SPRR5	0	0	0
ENSG00000283228	1.12	0.4	1.34
ENSG00000283230	0	0	0
CYP2C23P_ENSG00000283232	0	0	0
ENSG00000283234	0	0	0
ENSG00000283235	0	0.04	0
ENSG00000283236	0	0	0.04
MIR550B1_ENSG00000283237	0	0	0
MIR1245B_ENSG00000283238	0	0	0
KBTBD11-OT1_ENSG00000283239	0	0.14	0
ENSG00000283240	0	0	0
MIR384_ENSG00000283242	0	0	0
MEP1AP1_ENSG00000283246	0	0	0
CCDC201	0	0	0.01
U6_ENSG00000283249	0	0	0
ENSG00000283251	0	0	0
ENSG00000283255	0	0	0
U6_ENSG00000283256	0	0	0
ENSG00000283257	0	0	0
ENSG00000283258	0	0	0
ENSG00000283259	0	0	0
U6_ENSG00000283262	0	0	0
ENSG00000283265	0.05	0.19	0.15
FAM237B	0	0.02	0
TEX54	0	0	0
ENSG00000283269	0	0	0
MALLP2_ENSG00000283270	0	0	0
U6_ENSG00000283271	0	0	0
ENSG00000283273	0	0	0
ENSG00000283274	0	2.98	0
MIR4275_ENSG00000283275	0	0	0
MIR3914-2_ENSG00000283278	0	0	0
MIR376C_ENSG00000283279	0	0	0
MIR7978_ENSG00000283281	0	0	0
ENSG00000283283	0	0	0.05
ENSG00000283285	0	0	0
ENSG00000283286	0	0	0
SMIM33	0	0	0
MIR524_ENSG00000283289	0	0	0
U6_ENSG00000283290	0	0	0
ENSG00000283291	0	0	0
RN7SK_ENSG00000283293	3319.31	2540.8	6420.57
ENSG00000283294	0.05	0.18	0.13
MIR4256_ENSG00000283296	0	0	0
TEX52	0	0	0.02
MIR4272_ENSG00000283298	0	0	0
U6_ENSG00000283300	0	0	0
MIR4520-2_ENSG00000283301	0	0	0
ENSG00000283303	0	0.03	0
LINC02183	0	0	0
OR5AK4P_ENSG00000283307	0	0	0
MTND6P29_ENSG00000283311	0	0	0
ENSG00000283312	0	0	0
U6_ENSG00000283313	0	0	0
LINC02357	0	0	0
ENSG00000283317	0	0	0
MIR103B2_ENSG00000283320	0	0	0
ENSG00000283321	0.12	1.04	0
CTXND2	0	0	0
MIR6860_ENSG00000283326	0	0	0
MIR6841_ENSG00000283327	0	0	0
FAM240B	0	0	0
MIR518D_ENSG00000283330	0	0	0
MIR7977_ENSG00000283333	0	0	0
MIR4536-1_ENSG00000283334	0	0	0
MIR219B_ENSG00000283335	0	0	0
U6_ENSG00000283337	0	0	0
ENSG00000283338	0	0	0
ENSG00000283339	0	0	0
MIR3119-1_ENSG00000283340	0	0	0
ENSG00000283341	0	0.01	0
NBPF13P_ENSG00000283342	0	0	0
MIR4320_ENSG00000283343	0	0	0
MPHOSPH10P3_ENSG00000283345	0	0	0
MIR6511B2_ENSG00000283346	0	0	0
ENSG00000283347	0	0	0
PFN5P_ENSG00000283349	0	0	0
MIR3910-2_ENSG00000283351	0	0	0
LINC00680-GUSBP4_ENSG00000283352	0	0	0
ENSG00000283354	0	0	0
ENSG00000283355	0	0	0
ENSG00000283356	0	0	0
MIR3977_ENSG00000283359	0	0	0
ENSG00000283360	0	0	0.03
CFAP97D2	0	0	0
MIR451B_ENSG00000283364	0	0	0
NCOA5LP_ENSG00000283365	0	0	0
ENSG00000283366	0	0	0
ENSG00000283367	0	0	0
U6_ENSG00000283369	0	0	0
ENSG00000283371	0	0	0
U6_ENSG00000283372	0	0	0
ENSG00000283375	0	0	0
ENSG00000283376	0	0	0
ENSG00000283377	0	0	0
CNTNAP3C	0	0	0
MIR3688-2_ENSG00000283379	0	0	0
ENSG00000283380	0	0	0
ENSG00000283381	0	0	0
ENSG00000283383	0	0	0
ENSG00000283384	0	0	0
MIR4524A_ENSG00000283385	0	0	0
MIR4659B_ENSG00000283386	0	0	0
ENSG00000283389	0	0	0
PET100P1_ENSG00000283390	0.75	3.28	0.53
ENSG00000283392	0	0	0
ENSG00000283393	0	0	0.84
MIR7515_ENSG00000283394	0	0	0
ENSG00000283399	0	0	0
ENSG00000283400	0	0	0
ENSG00000283402	0.4	0	0.74
ENSG00000283403	0	0	0
ENSG00000283405	0	0	0
MIR548A1HG	0	0	0
MIR3662_ENSG00000283409	0	0	0
ENSG00000283411	0	0	0
U6_ENSG00000283412	0	0	0
ENSG00000283413	0	0	0
U6_ENSG00000283414	0	0	0
ENSG00000283415	0	0	0
MIR1910_ENSG00000283416	0	0	0
ENSG00000283417	0	0	0
U6_ENSG00000283418	0	0	0
MIR6874_ENSG00000283419	0	0	0
MIR4278_ENSG00000283420	0	0	0
ENSG00000283421	0	0	0
LINC02452	0	0	0
ENSG00000283423	0	0	0
SMBD1P_ENSG00000283426	0	0	0
ENSG00000283427	0	0	0.02
CCDC195	0	0	0
MIR1244-3_ENSG00000283429	0	0	0
ENSG00000283431	0	0	0
U6_ENSG00000283432	0	0	0
RNA5SP532_ENSG00000283433	0	0	0
CSNKA2IP	0	0	0
MIR1321_ENSG00000283435	0	0	0
LINC01958	0	0	0
ENSG00000283438	0	0	0
SPEM3	0	0	0
LINC01260	0	0	0
MIR499B_ENSG00000283441	0	0	0
U4_ENSG00000283442	0	0	0
ZNF285DP_ENSG00000283443	0	0	0
GPR141BP_ENSG00000283444	0	0	0
ENSG00000283445	0.02	0	0.09
ENSG00000283446	0	0	0
MIR486-2_ENSG00000283450	0	0	0
ENSG00000283451	0	0	0
ENSG00000283452	0	0	0
PRIM2BP_ENSG00000283453	0	0	0
MIR523_ENSG00000283455	0	0	0
MTND1P37_ENSG00000283456	0	0	0
ENSG00000283457	0	0	0
ENSG00000283458	0	0	0
ENSG00000283459	0	0	0
MIR550B2_ENSG00000283461	0	0	0
ENSG00000283462	0.06	0.06	0.06
HSFX4	0	0	0
ENSG00000283464	0	0	0
MIR4454_ENSG00000283468	0	0	0
MIR3130-1_ENSG00000283469	0	0	0
MIR6863_ENSG00000283471	0	0	0
FAM240A	0	0	0
MIR6828_ENSG00000283474	0	0	0
MIR1244-4_ENSG00000283475	0	0	0
MIR1279_ENSG00000283476	0	0	0
MIR6079_ENSG00000283477	0	0	0
ENSG00000283479	0	0	0
ENSG00000283480	0	0	0
MTND4LP32_ENSG00000283481	0	0	0
ENSG00000283483	0	0.3	0
MIR3529_ENSG00000283484	0	0	0
MIR4501_ENSG00000283487	0	0	0
U6_ENSG00000283489	0	0	0
MIR518C_ENSG00000283490	0	0	0
ENSG00000283491	0	0	0
MIR7153_ENSG00000283492	0	0	0
MIR6086_ENSG00000283493	0	0	0
ZNF511-PRAP1_ENSG00000283496	0	0	0
MIR3160-2_ENSG00000283497	0	0	0
MIR1244-2_ENSG00000283498	0	0	0
U6_ENSG00000283499	0	0	0
U6_ENSG00000283502	0	0	0
LINC01902	0	0	0
MIR5681B_ENSG00000283505	0	0	0
MIR7157_ENSG00000283506	0	0	0
